Model,Dataset,Metric,Fold,Value,Mean
Adaboost,CM1,Precision mean,4,0.2504921165361071,0.25
Adaboost,CM1,Precision mean,5,0.25158085307244066,0.25
Adaboost,CM1,Recall mean,1,0.4162522506950611,0.41
Adaboost,CM1,Recall mean,2,0.4095538954921371,0.41
Adaboost,CM1,Recall mean,3,0.41304065670306395,0.41
Adaboost,CM1,Recall mean,4,0.40697882120647644,0.41
Adaboost,CM1,Recall mean,5,0.40417437590326094,0.41
Adaboost,CM1,Generalizability mean,1,0.9894479806967874,1.0
Adaboost,CM1,Generalizability mean,2,0.9918447055543712,1.0
Adaboost,CM1,Generalizability mean,3,1.0203557054316246,1.0
Adaboost,CM1,Generalizability mean,4,0.9908839741139372,1.0
Adaboost,CM1,Generalizability mean,5,1.0074676342032791,1.0
Adaboost,CM1,Concordance mean,1,0.7726230913844795,0.78
Adaboost,CM1,Concordance mean,2,0.7869260083962978,0.78
Adaboost,CM1,Concordance mean,3,0.7826641992069177,0.78
Adaboost,CM1,Concordance mean,4,0.7784416318770763,0.78
Adaboost,CM1,Concordance mean,5,0.7793450691352287,0.78
Adaboost,CM1,Stability,1,0.6298647058134429,0.63
Adaboost,CM1,Stability,2,0.6368443355210545,0.63
Adaboost,CM1,Stability,3,0.6311314968367612,0.63
Adaboost,CM1,Stability,4,0.6262456269837117,0.63
Adaboost,CM1,Stability,5,0.6259138348450307,0.63
Adaboost,CM1,Reliability Index,1,0.8978204079048896,0.9
Adaboost,CM1,Reliability Index,2,0.91042652528201,0.9
Adaboost,CM1,Reliability Index,3,0.8977075105627728,0.9
Adaboost,CM1,Reliability Index,4,0.8952102241164401,0.9
Adaboost,CM1,Reliability Index,5,0.8988353321338873,0.9
Adaboost,PC1,Train AUC mean,1,0.9170252948491859,0.91
Adaboost,PC1,Train AUC mean,2,0.9071891813698987,0.91
Adaboost,PC1,Train AUC mean,3,0.9014835967245928,0.91
Adaboost,PC1,Train AUC mean,4,0.9152174858489037,0.91
Adaboost,PC1,Train AUC mean,5,0.9090844412074187,0.91
Adaboost,PC1,AUC mean,1,0.8515765063053616,0.84
Adaboost,PC1,AUC mean,2,0.840232959698903,0.84
Adaboost,PC1,AUC mean,3,0.8284266044865538,0.84
Adaboost,PC1,AUC mean,4,0.8272214805412399,0.84
Adaboost,PC1,AUC mean,5,0.8525424489679413,0.84
Adaboost,PC1,F1 mean,1,0.3448154259624482,0.34
Adaboost,PC1,F1 mean,2,0.3383641491717891,0.34
Adaboost,PC1,F1 mean,3,0.3376737699481657,0.34
Adaboost,PC1,F1 mean,4,0.34392656698417395,0.34
Adaboost,PC1,F1 mean,5,0.33522008793342295,0.34
Adaboost,PC1,Precision mean,1,0.22831408351372892,0.23
Adaboost,PC1,Precision mean,2,0.23185737981163923,0.23
Adaboost,PC1,Precision mean,3,0.2294662409006946,0.23
Adaboost,PC1,Precision mean,4,0.2303635141737973,0.23
Adaboost,PC1,Precision mean,5,0.22999878160014006,0.23
Adaboost,PC1,Recall mean,1,0.6917351911240008,0.69
Adaboost,PC1,Recall mean,2,0.6991112169312367,0.69
Adaboost,PC1,Recall mean,3,0.6900324249577697,0.69
Adaboost,PC1,Recall mean,4,0.6938472905061166,0.69
Adaboost,PC1,Recall mean,5,0.6752738764808757,0.69
Adaboost,PC1,Generalizability mean,1,1.006200097373905,1.0
Adaboost,PC1,Generalizability mean,2,0.9982018215486276,1.0
Adaboost,PC1,Generalizability mean,3,0.9944208651270661,1.0
Adaboost,PC1,Generalizability mean,4,0.997850264105104,1.0
Adaboost,PC1,Generalizability mean,5,1.0033269518452974,1.0
Adaboost,PC1,Concordance mean,1,0.8699502032848937,0.86
Adaboost,PC1,Concordance mean,2,0.8506203933322337,0.86
Adaboost,PC1,Concordance mean,3,0.8623186832736736,0.86
Adaboost,PC1,Concordance mean,4,0.8578808180920751,0.86
Adaboost,PC1,Concordance mean,5,0.859229902017124,0.86
Adaboost,PC1,Stability,1,0.7645203355111453,0.76
Adaboost,PC1,Stability,2,0.761003317142095,0.76
Adaboost,PC1,Stability,3,0.7670533287311749,0.76
Adaboost,PC1,Stability,4,0.7557606590248152,0.76
Adaboost,PC1,Stability,5,0.7516623595907697,0.76
Adaboost,PC1,Reliability Index,1,0.9393962942581092,0.94
Adaboost,PC1,Reliability Index,2,0.9437870506544723,0.94
Adaboost,PC1,Reliability Index,3,0.9431663789411828,0.94
Adaboost,PC1,Reliability Index,4,0.9312943774672447,0.94
Adaboost,PC1,Reliability Index,5,0.94235589867899,0.94
Adaboost,PC2,Train AUC mean,1,0.9555367861663933,0.96
Adaboost,PC2,Train AUC mean,2,0.9773615607077953,0.96
Adaboost,PC2,Train AUC mean,3,0.9712540499467713,0.96
Adaboost,PC2,Train AUC mean,4,0.9452264575162644,0.96
Adaboost,PC2,Train AUC mean,5,0.9506211456627758,0.96
Adaboost,PC2,AUC mean,1,0.8396797154355967,0.85
Adaboost,PC2,AUC mean,2,0.8471167305004216,0.85
Adaboost,PC2,AUC mean,3,0.854839872372392,0.85
Adaboost,PC2,AUC mean,4,0.8624261299079309,0.85
Adaboost,PC2,AUC mean,5,0.845937551783658,0.85
Adaboost,PC2,F1 mean,1,0.0601556449866907,0.06
Adaboost,PC2,F1 mean,2,0.05925152113732881,0.06
Adaboost,PC2,F1 mean,3,0.06045324500310666,0.06
Adaboost,PC2,F1 mean,4,0.05990843161753156,0.06
Adaboost,PC2,F1 mean,5,0.060231157255342255,0.06
Adaboost,PC2,Precision mean,1,0.029860363598881248,0.03
Adaboost,PC2,Precision mean,2,0.030096117507619383,0.03
Adaboost,PC2,Precision mean,3,0.029595006514563746,0.03
Adaboost,PC2,Precision mean,4,0.029682573398529914,0.03
Adaboost,PC2,Precision mean,5,0.030765938980405725,0.03
Adaboost,PC2,Recall mean,1,0.5416341964343308,0.55
Adaboost,PC2,Recall mean,2,0.5426802183550707,0.55
Adaboost,PC2,Recall mean,3,0.5587773743591979,0.55
Adaboost,PC2,Recall mean,4,0.5646383148198394,0.55
Adaboost,PC2,Recall mean,5,0.5422698960315614,0.55
Adaboost,PC2,Generalizability mean,1,0.9953821114120318,1.0
Adaboost,PC2,Generalizability mean,2,1.0024734924446324,1.0
Adaboost,PC2,Generalizability mean,3,1.0163318901076719,1.0
Adaboost,PC2,Generalizability mean,4,0.9892018380372539,1.0
Adaboost,PC2,Generalizability mean,5,0.9966106679984097,1.0
Adaboost,PC2,Concordance mean,1,0.5852960986509413,0.58
Adaboost,PC2,Concordance mean,2,0.5833065068616039,0.58
Adaboost,PC2,Concordance mean,3,0.5785968213350566,0.58
Adaboost,PC2,Concordance mean,4,0.5800042471050285,0.58
Adaboost,PC2,Concordance mean,5,0.5727963260473692,0.58
Adaboost,PC2,Stability,1,0.5890143652316308,0.59
Adaboost,PC2,Stability,2,0.5888477854652525,0.59
Adaboost,PC2,Stability,3,0.5917913708978583,0.59
Adaboost,PC2,Stability,4,0.5871418258077128,0.59
Adaboost,PC2,Stability,5,0.5932046525975461,0.59
Adaboost,PC2,Reliability Index,1,0.8659847233756555,0.86
Adaboost,PC2,Reliability Index,2,0.8586351832903621,0.86
Adaboost,PC2,Reliability Index,3,0.8603183006218907,0.86
Adaboost,PC2,Reliability Index,4,0.8577583857145299,0.86
Adaboost,PC2,Reliability Index,5,0.857303406997562,0.86
Adaboost,PC3,Train AUC mean,1,0.8484254712438781,0.86
Adaboost,PC3,Train AUC mean,2,0.8572965815302594,0.86
Adaboost,PC3,Train AUC mean,3,0.8537604440339696,0.86
Adaboost,PC3,Train AUC mean,4,0.8724798930925052,0.86
Adaboost,PC3,Train AUC mean,5,0.8680376100993877,0.86
Adaboost,PC3,AUC mean,1,0.8131834670863877,0.81
Adaboost,PC3,AUC mean,2,0.8038766815501721,0.81
Adaboost,PC3,AUC mean,3,0.8010467097961305,0.81
Adaboost,PC3,AUC mean,4,0.8197068340898651,0.81
Adaboost,PC3,AUC mean,5,0.8121863074774441,0.81
Adaboost,PC3,F1 mean,1,0.3624483491470861,0.36
Adaboost,PC3,F1 mean,2,0.354423385532137,0.36
Adaboost,PC3,F1 mean,3,0.3640618158199215,0.36
Adaboost,PC3,F1 mean,4,0.36235556183416334,0.36
Adaboost,PC3,F1 mean,5,0.3567108876666919,0.36
Adaboost,PC3,Precision mean,1,0.2590595192248049,0.26
Adaboost,PC3,Precision mean,2,0.26097325739595617,0.26
Adaboost,PC3,Precision mean,3,0.260423400397659,0.26
Adaboost,PC3,Precision mean,4,0.259526353092249,0.26
Adaboost,PC3,Precision mean,5,0.26001746988933105,0.26
Adaboost,PC3,Recall mean,1,0.570196122438281,0.57
Adaboost,PC3,Recall mean,2,0.572508620177716,0.57
Adaboost,PC3,Recall mean,3,0.580048102611578,0.57
Adaboost,PC3,Recall mean,4,0.5569645602282606,0.57
Adaboost,PC3,Recall mean,5,0.5702825945441645,0.57
Adaboost,PC3,Generalizability mean,1,1.0044331688404649,1.0
Adaboost,PC3,Generalizability mean,2,1.0056311667281883,1.0
Adaboost,PC3,Generalizability mean,3,0.9989342923186284,1.0
Adaboost,PC3,Generalizability mean,4,0.98504933813455,1.0
Adaboost,PC3,Generalizability mean,5,1.005952033978168,1.0
Adaboost,PC3,Concordance mean,1,0.782256335672482,0.77
Adaboost,PC3,Concordance mean,2,0.7571784834958204,0.77
Adaboost,PC3,Concordance mean,3,0.775616079036619,0.77
Adaboost,PC3,Concordance mean,4,0.7664471989675005,0.77
Adaboost,PC3,Concordance mean,5,0.768501902827578,0.77
Adaboost,PC3,Stability,1,0.6009001206541436,0.61
Adaboost,PC3,Stability,2,0.6052631801202473,0.61
Adaboost,PC3,Stability,3,0.6151894103316375,0.61
Adaboost,PC3,Stability,4,0.6108327455874274,0.61
Adaboost,PC3,Stability,5,0.6178145433065445,0.61
Adaboost,PC3,Reliability Index,1,0.9022465694120714,0.9
Adaboost,PC3,Reliability Index,2,0.8956625762515493,0.9
Adaboost,PC3,Reliability Index,3,0.9072985182251121,0.9
Adaboost,PC3,Reliability Index,4,0.8956617422880175,0.9
Adaboost,PC3,Reliability Index,5,0.8991305938232498,0.9
Adaboost,PC4,Train AUC mean,1,0.9592943874879695,0.96
Adaboost,PC4,Train AUC mean,2,0.9627881076359498,0.96
Adaboost,PC4,Train AUC mean,3,0.9554375902659267,0.96
Adaboost,PC4,Train AUC mean,4,0.9716690989439607,0.96
Adaboost,PC4,Train AUC mean,5,0.9508108156661937,0.96
Adaboost,PC4,AUC mean,1,0.9292205170263517,0.93
Adaboost,PC4,AUC mean,2,0.9202493741542934,0.93
Adaboost,PC4,AUC mean,3,0.9328061730350917,0.93
Adaboost,PC4,AUC mean,4,0.9289302566816606,0.93
Adaboost,PC4,AUC mean,5,0.9387936791026031,0.93
Adaboost,PC4,F1 mean,1,0.5974163503474951,0.59
Adaboost,PC4,F1 mean,2,0.5837587635250332,0.59
Adaboost,PC4,F1 mean,3,0.5926851679400861,0.59
Adaboost,PC4,F1 mean,4,0.5861312886374775,0.59
Adaboost,PC4,F1 mean,5,0.5900084295499084,0.59
Adaboost,PC4,Precision mean,1,0.46651415704298044,0.46
Adaboost,PC4,Precision mean,2,0.4624989272347821,0.46
Adaboost,PC4,Precision mean,3,0.45635695163542994,0.46
Adaboost,PC4,Precision mean,4,0.45491028839205094,0.46
Adaboost,PC4,Precision mean,5,0.45971967569475664,0.46
Adaboost,PC4,Recall mean,1,0.8294683800029092,0.84
Adaboost,PC4,Recall mean,2,0.8340481814182129,0.84
Adaboost,PC4,Recall mean,3,0.8423035289824727,0.84
Adaboost,PC4,Recall mean,4,0.8493846026232762,0.84
Adaboost,PC4,Recall mean,5,0.8447953069731283,0.84
Adaboost,PC4,Generalizability mean,1,0.9768620148823741,1.0
Adaboost,PC4,Generalizability mean,2,1.0028125976858877,1.0
Adaboost,PC4,Generalizability mean,3,1.0004898013501762,1.0
Adaboost,PC4,Generalizability mean,4,1.003907580941604,1.0
Adaboost,PC4,Generalizability mean,5,1.015928005139958,1.0
Adaboost,PC4,Concordance mean,1,0.6787080007824539,0.69
Adaboost,PC4,Concordance mean,2,0.6889099891312704,0.69
Adaboost,PC4,Concordance mean,3,0.6971013920206913,0.69
Adaboost,PC4,Concordance mean,4,0.6820458235502701,0.69
Adaboost,PC4,Concordance mean,5,0.7032347945153147,0.69
Adaboost,PC4,Stability,1,0.7190193479773568,0.72
Adaboost,PC4,Stability,2,0.7224452756863148,0.72
Adaboost,PC4,Stability,3,0.7122903838544062,0.72
Adaboost,PC4,Stability,4,0.7222101574823464,0.72
Adaboost,PC4,Stability,5,0.7240348349995755,0.72
Adaboost,PC4,Reliability Index,1,0.9025891703992934,0.9
Adaboost,PC4,Reliability Index,2,0.9026028837467409,0.9
Adaboost,PC4,Reliability Index,3,0.9029265417462452,0.9
Adaboost,PC4,Reliability Index,4,0.8927177660775466,0.9
Adaboost,PC4,Reliability Index,5,0.8991636380301731,0.9
Adaboost,Mean,Train AUC mean,1,0.938477788863833,0.94
Adaboost,Mean,Train AUC mean,2,0.9435149279868889,0.94
Adaboost,Mean,Train AUC mean,3,0.9493088272128201,0.94
Adaboost,Mean,Train AUC mean,4,0.9299620645390372,0.94
Adaboost,Mean,Train AUC mean,5,0.9387363913974208,0.94
Adaboost,Mean,AUC mean,1,0.8406780973786713,0.83
Adaboost,Mean,AUC mean,2,0.8222457093281286,0.83
Adaboost,Mean,AUC mean,3,0.8215940706389021,0.83
Adaboost,Mean,AUC mean,4,0.8300815520205351,0.83
Adaboost,Mean,AUC mean,5,0.835400570633762,0.83
Adaboost,Mean,F1 mean,1,0.31775311501402065,0.32
Adaboost,Mean,F1 mean,2,0.32193914374200744,0.32
Adaboost,Mean,F1 mean,3,0.3204389910457236,0.32
Adaboost,Mean,F1 mean,4,0.3203914163981277,0.32
Adaboost,Mean,F1 mean,5,0.3194773338001209,0.32
Adaboost,Mean,Precision mean,1,0.2653802079897038,0.26
Adaboost,Mean,Precision mean,2,0.2588115152151185,0.26
Adaboost,Mean,Precision mean,3,0.25414758228537737,0.26
Adaboost,Mean,Precision mean,4,0.2635041197383524,0.26
Adaboost,Mean,Precision mean,5,0.25815657477144804,0.26
Adaboost,Mean,Recall mean,1,0.5841748651332305,0.58
Adaboost,Mean,Recall mean,2,0.5911871557498439,0.58
Adaboost,Mean,Recall mean,3,0.5741954230463855,0.58
Adaboost,Mean,Recall mean,4,0.5762414049201657,0.58
Adaboost,Mean,Recall mean,5,0.5742011511503745,0.58
Adaboost,Mean,Generalizability mean,1,0.9939806050464959,1.0
Adaboost,Mean,Generalizability mean,2,1.006342236545249,1.0
Adaboost,Mean,Generalizability mean,3,1.007189386969274,1.0
Adaboost,Mean,Generalizability mean,4,1.0047054473712103,1.0
Adaboost,Mean,Generalizability mean,5,0.9877823240677708,1.0
Adaboost,Mean,Concordance mean,1,0.656578957155176,0.67
Adaboost,Mean,Concordance mean,2,0.6724705977482348,0.67
Adaboost,Mean,Concordance mean,3,0.6689344527757989,0.67
Adaboost,Mean,Concordance mean,4,0.6751928404761698,0.67
Adaboost,Mean,Concordance mean,5,0.6768231518446206,0.67
Adaboost,Mean,Stability,1,0.6296707970267192,0.63
Adaboost,Mean,Stability,2,0.6335812612750272,0.63
Adaboost,Mean,Stability,3,0.6302428174167417,0.63
Adaboost,Mean,Stability,4,0.6321345877765567,0.63
Adaboost,Mean,Stability,5,0.6243705365049554,0.63
Adaboost,Mean,Reliability Index,1,0.8767271271179908,0.88
Adaboost,Mean,Reliability Index,2,0.8800329561718293,0.88
Adaboost,Mean,Reliability Index,3,0.8855114023971874,0.88
Adaboost,Mean,Reliability Index,4,0.8748464154661382,0.88
Adaboost,Mean,Reliability Index,5,0.8828820988468542,0.88
CatBoost,MC1,Train AUC mean,1,1.0030457216908601,1.0
CatBoost,MC1,Train AUC mean,2,1.004537169485995,1.0
CatBoost,MC1,Train AUC mean,3,1.014061946981623,1.0
CatBoost,MC1,Train AUC mean,4,0.9856747206779509,1.0
CatBoost,MC1,Train AUC mean,5,0.9926804411635698,1.0
CatBoost,MC1,AUC mean,1,0.9633867666648479,0.97
CatBoost,MC1,AUC mean,2,0.9550607893377377,0.97
CatBoost,MC1,AUC mean,3,0.9712481551337244,0.97
CatBoost,MC1,AUC mean,4,0.9852093426913386,0.97
CatBoost,MC1,AUC mean,5,0.975094946172351,0.97
CatBoost,MC1,F1 mean,1,0.5269390672891205,0.53
CatBoost,MC1,F1 mean,2,0.5316270741813899,0.53
CatBoost,MC1,F1 mean,3,0.5328811780922176,0.53
CatBoost,MC1,F1 mean,4,0.5255352958085187,0.53
CatBoost,MC1,F1 mean,5,0.5330173846287531,0.53
CatBoost,MC1,Precision mean,1,0.544536136717335,0.54
CatBoost,MC1,Precision mean,2,0.5394791966235689,0.54
CatBoost,MC1,Precision mean,3,0.5408011899377763,0.54
CatBoost,MC1,Precision mean,4,0.535980299649192,0.54
CatBoost,MC1,Precision mean,5,0.539203177072128,0.54
CatBoost,MC1,Recall mean,1,0.526862294450113,0.53
CatBoost,MC1,Recall mean,2,0.5330043253539943,0.53
CatBoost,MC1,Recall mean,3,0.5378539889025447,0.53
CatBoost,MC1,Recall mean,4,0.5214469683709585,0.53
CatBoost,MC1,Recall mean,5,0.5308324229223896,0.53
CatBoost,MC1,Generalizability mean,1,0.99277051755327,1.0
CatBoost,MC1,Generalizability mean,2,1.0079715572425354,1.0
CatBoost,MC1,Generalizability mean,3,1.0018942781205435,1.0
CatBoost,MC1,Generalizability mean,4,0.9848415331940472,1.0
CatBoost,MC1,Generalizability mean,5,1.012522113889604,1.0
CatBoost,MC1,Concordance mean,1,0.5493478709692284,0.55
CatBoost,MC1,Concordance mean,2,0.54974083736126,0.55
CatBoost,MC1,Concordance mean,3,0.5467792270945789,0.55
CatBoost,MC1,Concordance mean,4,0.5490754903491079,0.55
CatBoost,MC1,Concordance mean,5,0.5550565742258248,0.55
CatBoost,MC1,Stability,1,0.7961307481515073,0.8
CatBoost,MC1,Stability,2,0.800261777535832,0.8
CatBoost,MC1,Stability,3,0.8005270714953837,0.8
CatBoost,MC1,Stability,4,0.808174365922621,0.8
CatBoost,MC1,Stability,5,0.7949060368946558,0.8
